target_symbol	disease_group	disease_term	connection_evidence
RNLS	prostate	prostate cancer, familial	marker/mechanism
BCAS1	prostate	prostate cancer, familial	marker/mechanism
KDM2A	prostate	prostate cancer, familial	marker/mechanism
B3GAT1	prostate	prostate cancer, familial	marker/mechanism
MAP2K1	prostate	prostate cancer, familial	marker/mechanism
RNASEL	prostate	prostate cancer, familial	marker/mechanism
PAX9	prostate	prostate cancer, familial	marker/mechanism
SUGCT	prostate	prostate cancer, familial	marker/mechanism
ITGB8	prostate	prostate cancer, familial	marker/mechanism
BCL2L11	prostate	prostate cancer, familial	marker/mechanism
DENND4B	prostate	prostate cancer, familial	marker/mechanism
TSHZ1	prostate	prostate cancer, familial	marker/mechanism
THEG5	prostate	prostate cancer, familial	marker/mechanism
TTC28	prostate	prostate cancer, familial	marker/mechanism
RNU6-491P	prostate	prostate cancer, familial	marker/mechanism
DUBR	prostate	prostate cancer, familial	marker/mechanism
TOR1A	prostate	prostate cancer, familial	marker/mechanism
HOXB13	prostate	prostate cancer, familial	marker/mechanism
ARHGAP6	prostate	prostate cancer, familial	marker/mechanism
INCENP	prostate	prostate cancer, familial	marker/mechanism
DOCK2	prostate	prostate cancer, familial	marker/mechanism
POU2F2	prostate	prostate cancer, familial	marker/mechanism
PKNOX2	prostate	prostate cancer, familial	marker/mechanism
RNF43	prostate	prostate cancer, familial	marker/mechanism
RFX7	prostate	prostate cancer, familial	marker/mechanism
EHBP1	prostate	prostate cancer, hereditary, 12	marker/mechanism
MSMB	prostate	prostate cancer, hereditary, 13	marker/mechanism
HOXB13	prostate	prostate cancer, hereditary, 9	marker/mechanism
EPHB2	prostate	prostate cancer/brain cancer susceptibility	marker/mechanism
OXT	prostate	prostatic diseases	marker/mechanism
PRL	prostate	prostatic hyperplasia	marker/mechanism
KLK3	prostate	prostatic hyperplasia	marker/mechanism
SRD5A2	prostate	prostatic hyperplasia	marker/mechanism
FGF7	prostate	prostatic hyperplasia	marker/mechanism
PIM1	prostate	prostatic intraepithelial neoplasia	marker/mechanism
GSTP1	prostate	prostatic intraepithelial neoplasia	marker/mechanism
AR	prostate	prostatic intraepithelial neoplasia	marker/mechanism
TOP2B	prostate	prostatic intraepithelial neoplasia	marker/mechanism
PTEN	prostate	prostatic intraepithelial neoplasia	marker/mechanism
CDKN1B	prostate	prostatic intraepithelial neoplasia	therapeutic
MT2A	prostate	prostatic intraepithelial neoplasia	marker/mechanism
ESR1	prostate	prostatic intraepithelial neoplasia	marker/mechanism
TRP63	prostate	prostatic intraepithelial neoplasia	marker/mechanism
ESR2	prostate	prostatic intraepithelial neoplasia	marker/mechanism
DNMT1	prostate	prostatic intraepithelial neoplasia	marker/mechanism
CDH1	prostate	prostatic intraepithelial neoplasia	marker/mechanism
IL2	prostate	prostatic neoplasms	marker/mechanism
JMJD6	prostate	prostatic neoplasms	marker/mechanism
TOM1L1	prostate	prostatic neoplasms	marker/mechanism
RGMB	prostate	prostatic neoplasms	marker/mechanism
PALB2	prostate	prostatic neoplasms	marker/mechanism
TAF1L	prostate	prostatic neoplasms	marker/mechanism
NAT1	prostate	prostatic neoplasms	marker/mechanism
MTAP	prostate	prostatic neoplasms	marker/mechanism
PIK3CB	prostate	prostatic neoplasms	marker/mechanism
ETV1	prostate	prostatic neoplasms	marker/mechanism
TPBG	prostate	prostatic neoplasms	marker/mechanism
MPO	prostate	prostatic neoplasms	marker/mechanism
DEFB1	prostate	prostatic neoplasms	marker/mechanism
HOXD3	prostate	prostatic neoplasms	marker/mechanism
LIFR	prostate	prostatic neoplasms	marker/mechanism
MAP3K1	prostate	prostatic neoplasms	marker/mechanism
CTNNB1	prostate	prostatic neoplasms	marker/mechanism
VIM	prostate	prostatic neoplasms	marker/mechanism
CREBBP	prostate	prostatic neoplasms	marker/mechanism
TMOD1	prostate	prostatic neoplasms	marker/mechanism
JADE2	prostate	prostatic neoplasms	marker/mechanism
ATR	prostate	prostatic neoplasms	marker/mechanism
FASLG	prostate	prostatic neoplasms	therapeutic
DEGS1	prostate	prostatic neoplasms	marker/mechanism
CELF2	prostate	prostatic neoplasms	marker/mechanism
IL17RC	prostate	prostatic neoplasms	marker/mechanism
PRKACB	prostate	prostatic neoplasms	marker/mechanism
RALBP1	prostate	prostatic neoplasms	marker/mechanism
P4HB	prostate	prostatic neoplasms	marker/mechanism
EAF2	prostate	prostatic neoplasms	marker/mechanism
SELENOP	prostate	prostatic neoplasms	marker/mechanism
PLAUR	prostate	prostatic neoplasms	marker/mechanism
GSTP1	prostate	prostatic neoplasms	marker/mechanism
KEAP1	prostate	prostatic neoplasms	marker/mechanism
SETDB1	prostate	prostatic neoplasms	marker/mechanism
UGT2B15	prostate	prostatic neoplasms	marker/mechanism
UNC13D	prostate	prostatic neoplasms	marker/mechanism
PDZK1	prostate	prostatic neoplasms	marker/mechanism
PTGS2	prostate	prostatic neoplasms	marker/mechanism
ARG2	prostate	prostatic neoplasms	marker/mechanism
CYP2C18	prostate	prostatic neoplasms	marker/mechanism
CDH12	prostate	prostatic neoplasms	marker/mechanism
PIK3CA	prostate	prostatic neoplasms	marker/mechanism
NPR3	prostate	prostatic neoplasms	marker/mechanism
HMGB2	prostate	prostatic neoplasms	marker/mechanism
PIK3CD	prostate	prostatic neoplasms	marker/mechanism
KLK5	prostate	prostatic neoplasms	marker/mechanism
PLEK2	prostate	prostatic neoplasms	marker/mechanism
SETD2	prostate	prostatic neoplasms	marker/mechanism
USP28	prostate	prostatic neoplasms	marker/mechanism
ICAM1	prostate	prostatic neoplasms	marker/mechanism
UMPS	prostate	prostatic neoplasms	marker/mechanism
ARID4A	prostate	prostatic neoplasms	marker/mechanism
TCN2	prostate	prostatic neoplasms	marker/mechanism
ABR	prostate	prostatic neoplasms	marker/mechanism
PCDH11Y	prostate	prostatic neoplasms	marker/mechanism
NIPAL3	prostate	prostatic neoplasms	marker/mechanism
B2M	prostate	prostatic neoplasms	marker/mechanism
SLC7A1	prostate	prostatic neoplasms	marker/mechanism
SLC6A20B	prostate	prostatic neoplasms	marker/mechanism
BMPR1B	prostate	prostatic neoplasms	marker/mechanism
IGF1	prostate	prostatic neoplasms	marker/mechanism
GSK3B	prostate	prostatic neoplasms	marker/mechanism
CASZ1	prostate	prostatic neoplasms	marker/mechanism
AOX1	prostate	prostatic neoplasms	marker/mechanism
ALDH1A2	prostate	prostatic neoplasms	marker/mechanism
FOXA1	prostate	prostatic neoplasms	marker/mechanism
SPOCK1	prostate	prostatic neoplasms	marker/mechanism
GSTM3	prostate	prostatic neoplasms	marker/mechanism
EIF3A	prostate	prostatic neoplasms	marker/mechanism
FOXC1	prostate	prostatic neoplasms	marker/mechanism
JUP	prostate	prostatic neoplasms	marker/mechanism
FBLN5	prostate	prostatic neoplasms	marker/mechanism
USO1	prostate	prostatic neoplasms	marker/mechanism
RAD23B	prostate	prostatic neoplasms	marker/mechanism
ZBTB20	prostate	prostatic neoplasms	marker/mechanism
CLDN9	prostate	prostatic neoplasms	marker/mechanism
EIF3H	prostate	prostatic neoplasms	marker/mechanism
BRCA2	prostate	prostatic neoplasms	marker/mechanism
EMP1	prostate	prostatic neoplasms	marker/mechanism
HSD17B3	prostate	prostatic neoplasms	marker/mechanism
JAK1	prostate	prostatic neoplasms	marker/mechanism
CDH1	prostate	prostatic neoplasms	marker/mechanism
MACIR	prostate	prostatic neoplasms	marker/mechanism
SIRT1	prostate	prostatic neoplasms	marker/mechanism
DNMT3B	prostate	prostatic neoplasms	marker/mechanism
CD9	prostate	prostatic neoplasms	marker/mechanism
CCND1	prostate	prostatic neoplasms	marker/mechanism
CAV2	prostate	prostatic neoplasms	marker/mechanism
SURF4	prostate	prostatic neoplasms	marker/mechanism
KMT2D	prostate	prostatic neoplasms	marker/mechanism
LDAH	prostate	prostatic neoplasms	marker/mechanism
MC2R	prostate	prostatic neoplasms	marker/mechanism
PARP1	prostate	prostatic neoplasms	marker/mechanism
POLK	prostate	prostatic neoplasms	marker/mechanism
PSMC3IP	prostate	prostatic neoplasms	marker/mechanism
REC8	prostate	prostatic neoplasms	marker/mechanism
SPOP	prostate	prostatic neoplasms	marker/mechanism
ABO	prostate	prostatic neoplasms	marker/mechanism
RPRD2	prostate	prostatic neoplasms	marker/mechanism
IDH1	prostate	prostatic neoplasms	marker/mechanism
SOX2	prostate	prostatic neoplasms	marker/mechanism
SLC4A2	prostate	prostatic neoplasms	marker/mechanism
NFE2L2	prostate	prostatic neoplasms	marker/mechanism
SCHLAP1	prostate	prostatic neoplasms	marker/mechanism
ABCG5	prostate	prostatic neoplasms	marker/mechanism
NCOR1	prostate	prostatic neoplasms	marker/mechanism
GRB7	prostate	prostatic neoplasms	marker/mechanism
SAMD9	prostate	prostatic neoplasms	marker/mechanism
TPP1	prostate	prostatic neoplasms	marker/mechanism
NOX3	prostate	prostatic neoplasms	marker/mechanism
ETV3	prostate	prostatic neoplasms	marker/mechanism
FAF2	prostate	prostatic neoplasms	marker/mechanism
GUCD1	prostate	prostatic neoplasms	marker/mechanism
HDAC6	prostate	prostatic neoplasms	marker/mechanism
ID3	prostate	prostatic neoplasms	marker/mechanism
PDHA1	prostate	prostatic neoplasms	marker/mechanism
CHD3	prostate	prostatic neoplasms	marker/mechanism
MUC4	prostate	prostatic neoplasms	marker/mechanism
PMS1	prostate	prostatic neoplasms	marker/mechanism
VAV3	prostate	prostatic neoplasms	marker/mechanism
PTHLH	prostate	prostatic neoplasms	marker/mechanism
KDELR1	prostate	prostatic neoplasms	marker/mechanism
LRP1B	prostate	prostatic neoplasms	marker/mechanism
MMP9	prostate	prostatic neoplasms	marker/mechanism
TGFA	prostate	prostatic neoplasms	therapeutic
PODXL	prostate	prostatic neoplasms	marker/mechanism
ALAD	prostate	prostatic neoplasms	marker/mechanism
CCHCR1	prostate	prostatic neoplasms	marker/mechanism
CXCL8	prostate	prostatic neoplasms	marker/mechanism
PAK6	prostate	prostatic neoplasms	marker/mechanism
SERINC3	prostate	prostatic neoplasms	marker/mechanism
MBD1	prostate	prostatic neoplasms	marker/mechanism
ASZ1	prostate	prostatic neoplasms	marker/mechanism
ANXA3	prostate	prostatic neoplasms	marker/mechanism
KMT2A	prostate	prostatic neoplasms	marker/mechanism
GREB1	prostate	prostatic neoplasms	marker/mechanism
FHIT	prostate	prostatic neoplasms	marker/mechanism
SPON2	prostate	prostatic neoplasms	marker/mechanism
DNASE1L2	prostate	prostatic neoplasms	marker/mechanism
DIABLO	prostate	prostatic neoplasms	therapeutic
HERPUD1	prostate	prostatic neoplasms	marker/mechanism
SLC5A5	prostate	prostatic neoplasms	therapeutic
DNAJC10	prostate	prostatic neoplasms	marker/mechanism
HSP90B1	prostate	prostatic neoplasms	marker/mechanism
PYHIN1	prostate	prostatic neoplasms	marker/mechanism
FGF10	prostate	prostatic neoplasms	marker/mechanism
CAPNS1	prostate	prostatic neoplasms	marker/mechanism
ADAM9	prostate	prostatic neoplasms	marker/mechanism
TP53	prostate	prostatic neoplasms	marker/mechanism
CIZ1	prostate	prostatic neoplasms	marker/mechanism
TRP63	prostate	prostatic neoplasms	marker/mechanism
VEGFA	prostate	prostatic neoplasms	marker/mechanism
RFK	prostate	prostatic neoplasms	marker/mechanism
ADAM28	prostate	prostatic neoplasms	marker/mechanism
TBL1XR1	prostate	prostatic neoplasms	marker/mechanism
CDK12	prostate	prostatic neoplasms	marker/mechanism
RUNX1	prostate	prostatic neoplasms	marker/mechanism
SERPINB10	prostate	prostatic neoplasms	marker/mechanism
TIRAP	prostate	prostatic neoplasms	marker/mechanism
TRAF1	prostate	prostatic neoplasms	marker/mechanism
SLC39A1	prostate	prostatic neoplasms	marker/mechanism
WNT4	prostate	prostatic neoplasms	marker/mechanism
ZFHX3	prostate	prostatic neoplasms	marker/mechanism
MTHFR	prostate	prostatic neoplasms	marker/mechanism
SPATA18	prostate	prostatic neoplasms	marker/mechanism
DNMT1	prostate	prostatic neoplasms	marker/mechanism
HNRNPH1	prostate	prostatic neoplasms	marker/mechanism
BCL2	prostate	prostatic neoplasms	marker/mechanism
FOXO1	prostate	prostatic neoplasms	marker/mechanism
ERP44	prostate	prostatic neoplasms	marker/mechanism
ERBB2	prostate	prostatic neoplasms	marker/mechanism
IL1RN	prostate	prostatic neoplasms	marker/mechanism
PTRH2	prostate	prostatic neoplasms	marker/mechanism
MED12	prostate	prostatic neoplasms	marker/mechanism
CLDN3	prostate	prostatic neoplasms	marker/mechanism
PPARA	prostate	prostatic neoplasms	marker/mechanism
ALOX12B	prostate	prostatic neoplasms	marker/mechanism
CYP3A43	prostate	prostatic neoplasms	marker/mechanism
HSD17B1	prostate	prostatic neoplasms	marker/mechanism
CCNH	prostate	prostatic neoplasms	marker/mechanism
IVNS1ABP	prostate	prostatic neoplasms	marker/mechanism
ABCC4	prostate	prostatic neoplasms	marker/mechanism
CXCL12	prostate	prostatic neoplasms	marker/mechanism
B4GALT4	prostate	prostatic neoplasms	marker/mechanism
XPO1	prostate	prostatic neoplasms	marker/mechanism
H2BC8	prostate	prostatic neoplasms	marker/mechanism
HBG2	prostate	prostatic neoplasms	marker/mechanism
BGLAP	prostate	prostatic neoplasms	marker/mechanism
PDE4D	prostate	prostatic neoplasms	marker/mechanism
MSH3	prostate	prostatic neoplasms	marker/mechanism
DAB2IP	prostate	prostatic neoplasms	marker/mechanism
MT2A	prostate	prostatic neoplasms	marker/mechanism|therapeutic
ANXA4	prostate	prostatic neoplasms	marker/mechanism
PML	prostate	prostatic neoplasms	marker/mechanism
IL16	prostate	prostatic neoplasms	marker/mechanism
TERC	prostate	prostatic neoplasms	therapeutic
STEAP4	prostate	prostatic neoplasms	marker/mechanism
CENPF	prostate	prostatic neoplasms	marker/mechanism
RLIM	prostate	prostatic neoplasms	marker/mechanism
CBR1	prostate	prostatic neoplasms	marker/mechanism
CDC27	prostate	prostatic neoplasms	marker/mechanism
SPINK1	prostate	prostatic neoplasms	marker/mechanism
SPINK5	prostate	prostatic neoplasms	marker/mechanism
WAC	prostate	prostatic neoplasms	marker/mechanism
ERCC2	prostate	prostatic neoplasms	marker/mechanism
SLC22A3	prostate	prostatic neoplasms	marker/mechanism
TGFB1	prostate	prostatic neoplasms	marker/mechanism
BRPF1	prostate	prostatic neoplasms	marker/mechanism
INTS4	prostate	prostatic neoplasms	marker/mechanism
PON1	prostate	prostatic neoplasms	marker/mechanism
HBG1	prostate	prostatic neoplasms	marker/mechanism
RNF31	prostate	prostatic neoplasms	marker/mechanism
PIK3R2	prostate	prostatic neoplasms	marker/mechanism
NCOA3	prostate	prostatic neoplasms	marker/mechanism
TTC9C	prostate	prostatic neoplasms	marker/mechanism
DCAF6	prostate	prostatic neoplasms	marker/mechanism
TPD52L1	prostate	prostatic neoplasms	marker/mechanism
TBX3	prostate	prostatic neoplasms	marker/mechanism
AKT1	prostate	prostatic neoplasms	marker/mechanism
ZFP36L2	prostate	prostatic neoplasms	marker/mechanism
AAAS	prostate	prostatic neoplasms	marker/mechanism
SIL1	prostate	prostatic neoplasms	marker/mechanism
TLR6	prostate	prostatic neoplasms	marker/mechanism
PTEN	prostate	prostatic neoplasms	marker/mechanism
SLC31A1	prostate	prostatic neoplasms	marker/mechanism
TLR5	prostate	prostatic neoplasms	marker/mechanism
TIMP4	prostate	prostatic neoplasms	marker/mechanism
EZH2	prostate	prostatic neoplasms	marker/mechanism
PGRMC1	prostate	prostatic neoplasms	marker/mechanism
CYP1A1	prostate	prostatic neoplasms	marker/mechanism
MSR1	prostate	prostatic neoplasms	marker/mechanism
PLAU	prostate	prostatic neoplasms	marker/mechanism
SLC12A2	prostate	prostatic neoplasms	marker/mechanism
LPAR1	prostate	prostatic neoplasms	marker/mechanism
ZFAND5	prostate	prostatic neoplasms	marker/mechanism
ADAM26A	prostate	prostatic neoplasms	marker/mechanism
LEP	prostate	prostatic neoplasms	marker/mechanism
PDIA3	prostate	prostatic neoplasms	marker/mechanism
HSD3B1	prostate	prostatic neoplasms	marker/mechanism
THYN1	prostate	prostatic neoplasms	marker/mechanism
ROBO2	prostate	prostatic neoplasms	marker/mechanism
ACSM3	prostate	prostatic neoplasms	marker/mechanism
MAPK3	prostate	prostatic neoplasms	marker/mechanism
EI24	prostate	prostatic neoplasms	marker/mechanism
CHD7	prostate	prostatic neoplasms	marker/mechanism
NCOA1	prostate	prostatic neoplasms	marker/mechanism
HSD3B2	prostate	prostatic neoplasms	marker/mechanism
AHCYL2	prostate	prostatic neoplasms	marker/mechanism
RB1	prostate	prostatic neoplasms	marker/mechanism
TJP3	prostate	prostatic neoplasms	marker/mechanism
FBXO44	prostate	prostatic neoplasms	marker/mechanism
ALOX5	prostate	prostatic neoplasms	marker/mechanism
TNFRSF21	prostate	prostatic neoplasms	marker/mechanism
MDM2	prostate	prostatic neoplasms	marker/mechanism
ADI1	prostate	prostatic neoplasms	marker/mechanism
MAD1L1	prostate	prostatic neoplasms	marker/mechanism
ARID2	prostate	prostatic neoplasms	marker/mechanism
JAZF1	prostate	prostatic neoplasms	marker/mechanism
EMP3	prostate	prostatic neoplasms	marker/mechanism
EGR1	prostate	prostatic neoplasms	marker/mechanism
ACRBP	prostate	prostatic neoplasms	marker/mechanism
TXNDC5	prostate	prostatic neoplasms	marker/mechanism
PITX3	prostate	prostatic neoplasms	marker/mechanism
HSP90AB1	prostate	prostatic neoplasms	marker/mechanism
MYBBP1A	prostate	prostatic neoplasms	marker/mechanism
MAP2K6	prostate	prostatic neoplasms	marker/mechanism
CHEK2	prostate	prostatic neoplasms	marker/mechanism
TMEFF2	prostate	prostatic neoplasms	marker/mechanism
OGG1	prostate	prostatic neoplasms	marker/mechanism
NECTIN2	prostate	prostatic neoplasms	marker/mechanism
GSTM1	prostate	prostatic neoplasms	marker/mechanism
CYP1B1	prostate	prostatic neoplasms	marker/mechanism
GRHPR	prostate	prostatic neoplasms	marker/mechanism
INS	prostate	prostatic neoplasms	marker/mechanism
ATF3	prostate	prostatic neoplasms	marker/mechanism
RXRA	prostate	prostatic neoplasms	marker/mechanism
ASH1L	prostate	prostatic neoplasms	marker/mechanism
NOL8	prostate	prostatic neoplasms	marker/mechanism
CDK2AP2	prostate	prostatic neoplasms	marker/mechanism
TXNRD2	prostate	prostatic neoplasms	marker/mechanism
PRRX1	prostate	prostatic neoplasms	marker/mechanism
CALCA	prostate	prostatic neoplasms	marker/mechanism
DNAJC3	prostate	prostatic neoplasms	marker/mechanism
RLN2	prostate	prostatic neoplasms	marker/mechanism
DAG1	prostate	prostatic neoplasms	marker/mechanism
CST6	prostate	prostatic neoplasms	marker/mechanism
FOLH1	prostate	prostatic neoplasms	marker/mechanism
BRCA1	prostate	prostatic neoplasms	marker/mechanism
ERP29	prostate	prostatic neoplasms	marker/mechanism
GOLGA4	prostate	prostatic neoplasms	marker/mechanism
KMT2C	prostate	prostatic neoplasms	marker/mechanism
MAP3K7	prostate	prostatic neoplasms	marker/mechanism
HPGD	prostate	prostatic neoplasms	marker/mechanism
ATAD3A	prostate	prostatic neoplasms	marker/mechanism
SRD5A1	prostate	prostatic neoplasms	marker/mechanism
PSCA	prostate	prostatic neoplasms	marker/mechanism
WASF3	prostate	prostatic neoplasms	marker/mechanism
CHST14	prostate	prostatic neoplasms	marker/mechanism
GJA1	prostate	prostatic neoplasms	marker/mechanism
PCAT1	prostate	prostatic neoplasms	marker/mechanism
RNF43	prostate	prostatic neoplasms	marker/mechanism
ESR1	prostate	prostatic neoplasms	marker/mechanism
MRE11A	prostate	prostatic neoplasms	marker/mechanism
U2AF1	prostate	prostatic neoplasms	marker/mechanism
AHR	prostate	prostatic neoplasms	marker/mechanism
PPP2R2A	prostate	prostatic neoplasms	marker/mechanism
DDR1	prostate	prostatic neoplasms	marker/mechanism
CYP2E1	prostate	prostatic neoplasms	marker/mechanism
TBC1D2	prostate	prostatic neoplasms	marker/mechanism
RAF1	prostate	prostatic neoplasms	marker/mechanism
LCE2B	prostate	prostatic neoplasms	marker/mechanism
BCAS1	prostate	prostatic neoplasms	marker/mechanism
ERG	prostate	prostatic neoplasms	marker/mechanism
APEX1	prostate	prostatic neoplasms	marker/mechanism
COL5A1	prostate	prostatic neoplasms	marker/mechanism
MLH1	prostate	prostatic neoplasms	marker/mechanism
MBD2	prostate	prostatic neoplasms	marker/mechanism
IL6	prostate	prostatic neoplasms	marker/mechanism|therapeutic
HIF1A	prostate	prostatic neoplasms	marker/mechanism
CLU	prostate	prostatic neoplasms	marker/mechanism
ETV4	prostate	prostatic neoplasms	marker/mechanism
CYP2A6	prostate	prostatic neoplasms	marker/mechanism
ST14	prostate	prostatic neoplasms	marker/mechanism
RPL11	prostate	prostatic neoplasms	marker/mechanism
COL15A1	prostate	prostatic neoplasms	marker/mechanism
CNOT3	prostate	prostatic neoplasms	marker/mechanism
IL18	prostate	prostatic neoplasms	marker/mechanism
ARID1A	prostate	prostatic neoplasms	marker/mechanism
TAP1	prostate	prostatic neoplasms	marker/mechanism
GSTT3	prostate	prostatic neoplasms	marker/mechanism
NDST4	prostate	prostatic neoplasms	marker/mechanism
NDST2	prostate	prostatic neoplasms	marker/mechanism
ITPR1	prostate	prostatic neoplasms	marker/mechanism
PARD3	prostate	prostatic neoplasms	marker/mechanism
PIK3R1	prostate	prostatic neoplasms	marker/mechanism
LAMB2	prostate	prostatic neoplasms	marker/mechanism
CAMKK2	prostate	prostatic neoplasms	marker/mechanism
CYP3A4	prostate	prostatic neoplasms	marker/mechanism
PDZK1IP1	prostate	prostatic neoplasms	marker/mechanism
KAT6A	prostate	prostatic neoplasms	marker/mechanism
EIF2AK2	prostate	prostatic neoplasms	marker/mechanism
CST1	prostate	prostatic neoplasms	marker/mechanism
ERF	prostate	prostatic neoplasms	marker/mechanism
PKP3	prostate	prostatic neoplasms	marker/mechanism
BNIP3	prostate	prostatic neoplasms	marker/mechanism
TMPRSS2	prostate	prostatic neoplasms	marker/mechanism
CYP3A5	prostate	prostatic neoplasms	marker/mechanism
EFEMP2	prostate	prostatic neoplasms	marker/mechanism
HNF1B	prostate	prostatic neoplasms	marker/mechanism
AR	prostate	prostatic neoplasms	marker/mechanism|therapeutic
CD276	prostate	prostatic neoplasms	marker/mechanism
CLIC4	prostate	prostatic neoplasms	marker/mechanism
RAB4B	prostate	prostatic neoplasms	marker/mechanism
EHHADH	prostate	prostatic neoplasms	marker/mechanism
MAPK9	prostate	prostatic neoplasms	marker/mechanism
ZNF160	prostate	prostatic neoplasms	marker/mechanism
RAG1	prostate	prostatic neoplasms	marker/mechanism
CDH13	prostate	prostatic neoplasms	marker/mechanism
COL5A3	prostate	prostatic neoplasms	marker/mechanism
MET	prostate	prostatic neoplasms	marker/mechanism
CYP19A1	prostate	prostatic neoplasms	marker/mechanism
CYP2C19	prostate	prostatic neoplasms	marker/mechanism
HOXB9	prostate	prostatic neoplasms	marker/mechanism
TET2	prostate	prostatic neoplasms	marker/mechanism
KLK3	prostate	prostatic neoplasms	marker/mechanism
BAP1	prostate	prostatic neoplasms	marker/mechanism
IL6ST	prostate	prostatic neoplasms	marker/mechanism
SESN3	prostate	prostatic neoplasms	marker/mechanism
SERPINA3	prostate	prostatic neoplasms	marker/mechanism
NEAT1	prostate	prostatic neoplasms	marker/mechanism
CYP7B1	prostate	prostatic neoplasms	marker/mechanism
PDP1	prostate	prostatic neoplasms	marker/mechanism
TGFBR2	prostate	prostatic neoplasms	marker/mechanism
SF3B1	prostate	prostatic neoplasms	marker/mechanism
COMT	prostate	prostatic neoplasms	marker/mechanism
GSTO1	prostate	prostatic neoplasms	marker/mechanism
SULT1E1	prostate	prostatic neoplasms	marker/mechanism
PPL	prostate	prostatic neoplasms	marker/mechanism
CRYL1	prostate	prostatic neoplasms	marker/mechanism
STAB2	prostate	prostatic neoplasms	marker/mechanism
HPN	prostate	prostatic neoplasms	marker/mechanism
CSRP1	prostate	prostatic neoplasms	marker/mechanism
ALOXE3	prostate	prostatic neoplasms	marker/mechanism
WNT10B	prostate	prostatic neoplasms	marker/mechanism
CYP2D22	prostate	prostatic neoplasms	marker/mechanism
RPS19	prostate	prostatic neoplasms	marker/mechanism
NAGLU	prostate	prostatic neoplasms	marker/mechanism
PRSS8	prostate	prostatic neoplasms	marker/mechanism
NKX3-1	prostate	prostatic neoplasms	marker/mechanism
EHBP1	prostate	prostatic neoplasms	marker/mechanism
VIP	prostate	prostatic neoplasms	marker/mechanism
KRAS	prostate	prostatic neoplasms	marker/mechanism
CASP9	prostate	prostatic neoplasms	marker/mechanism
GDF15	prostate	prostatic neoplasms	marker/mechanism
EHF	prostate	prostatic neoplasms	marker/mechanism
MIF	prostate	prostatic neoplasms	marker/mechanism
LZTS1	prostate	prostatic neoplasms	marker/mechanism
PAWR	prostate	prostatic neoplasms	marker/mechanism
PRKDC	prostate	prostatic neoplasms	marker/mechanism
NDRG1	prostate	prostatic neoplasms	marker/mechanism
HMOX1	prostate	prostatic neoplasms	marker/mechanism
SELENOS	prostate	prostatic neoplasms	marker/mechanism
UCP3	prostate	prostatic neoplasms	marker/mechanism
PRDX2	prostate	prostatic neoplasms	marker/mechanism
APPL2	prostate	prostatic neoplasms	marker/mechanism
TYMS	prostate	prostatic neoplasms	marker/mechanism
BAZ2A	prostate	prostatic neoplasms	marker/mechanism
GHR	prostate	prostatic neoplasms	marker/mechanism
ZBTB16	prostate	prostatic neoplasms	marker/mechanism
SSR2	prostate	prostatic neoplasms	marker/mechanism
LMTK2	prostate	prostatic neoplasms	marker/mechanism
VDR	prostate	prostatic neoplasms	marker/mechanism
APC	prostate	prostatic neoplasms	marker/mechanism
PAQR4	prostate	prostatic neoplasms	marker/mechanism
ATP7B	prostate	prostatic neoplasms	marker/mechanism
SRD5A2	prostate	prostatic neoplasms	marker/mechanism
KLF6	prostate	prostatic neoplasms	marker/mechanism
ENPP5	prostate	prostatic neoplasms	marker/mechanism
NGFR	prostate	prostatic neoplasms	marker/mechanism|therapeutic
SHBG	prostate	prostatic neoplasms	marker/mechanism
MAP2K3	prostate	prostatic neoplasms	marker/mechanism
LPL	prostate	prostatic neoplasms	marker/mechanism
MXI1	prostate	prostatic neoplasms	marker/mechanism
ARHGEF5	prostate	prostatic neoplasms	marker/mechanism
RASD1	prostate	prostatic neoplasms	marker/mechanism
IRS1	prostate	prostatic neoplasms	marker/mechanism
AKR1C3	prostate	prostatic neoplasms	marker/mechanism
CTSB	prostate	prostatic neoplasms	marker/mechanism
IGSF5	prostate	prostatic neoplasms	marker/mechanism
DCXR	prostate	prostatic neoplasms	marker/mechanism
TERT	prostate	prostatic neoplasms	marker/mechanism
IL10	prostate	prostatic neoplasms	marker/mechanism
NUCB2	prostate	prostatic neoplasms	marker/mechanism
STAT3	prostate	prostatic neoplasms	marker/mechanism
SSX2	prostate	prostatic neoplasms	marker/mechanism
FGFR4	prostate	prostatic neoplasms	marker/mechanism
BMP7	prostate	prostatic neoplasms	marker/mechanism
M6PR	prostate	prostatic neoplasms	marker/mechanism
HOXB13	prostate	prostatic neoplasms	marker/mechanism
EZR	prostate	prostatic neoplasms	marker/mechanism
AZGP1	prostate	prostatic neoplasms	marker/mechanism
RPL12	prostate	prostatic neoplasms	marker/mechanism
MYC	prostate	prostatic neoplasms	marker/mechanism
XRCC1	prostate	prostatic neoplasms	marker/mechanism
RRAS	prostate	prostatic neoplasms	marker/mechanism
CPNE3	prostate	prostatic neoplasms	marker/mechanism
ELAC2	prostate	prostatic neoplasms	marker/mechanism
FOXP4	prostate	prostatic neoplasms	marker/mechanism
UXT	prostate	prostatic neoplasms	marker/mechanism
MYCL	prostate	prostatic neoplasms	marker/mechanism
TCEAL7	prostate	prostatic neoplasms	marker/mechanism
PENK	prostate	prostatic neoplasms	marker/mechanism
GALNT3	prostate	prostatic neoplasms	marker/mechanism
